index,article_id,article_span,span_start,span_end,tAnger,tFear,tJoy,tSadness,tValence,tEmotion,tEmotionScore,tSentiment,tSentimentScore,label
1007,711566593,catapult a presidency along that philosophy of hate of others.,1308,1370,0.503,0.447,0.13,0.479,0.329,anger,5,negative,-1,Loaded_Language
1008,711566593,We  '  re just shocked  -  saddened and shocked,1652,1693,0.477,0.675,0.225,0.78,0.283,sadness,8,very negative,-2,Loaded_Language
1009,711566593,"that  '  s about it,  """,1698,1715,0.399,0.392,0.408,0.441,0.459,sadness,4,negative,-1,Thought-terminating_Cliches
1010,711566593,"Justice was rendered, but it was not served",1817,1860,0.393,0.233,0.23,0.521,0.406,sadness,5,negative,-1,Loaded_Language
1011,711566593,"the verdict was   ""  horrifying.",2228,2257,0.538,0.671,0.269,0.655,0.266,fear,7,very negative,-2,Loaded_Language
1012,711566593,heartbreaking death,2397,2416,0.527,0.688,0.167,0.844,0.186,sadness,8,very negative,-2,Loaded_Language
1013,711566593,disgraceful verdict,2689,2708,0.664,0.53,0.174,0.698,0.263,sadness,7,very negative,-2,Loaded_Language
1014,711566593,"enjoyed all the rights of the American legal system,",3305,3357,0.286,0.267,0.484,0.267,0.644,joy,5,positive,1,"Exaggeration,Minimisation"
1015,711566593,Garcia Zarate  '  s background and nationality played a role in his prosecution.,3534,3610,0.413,0.339,0.307,0.385,0.504,no specific emotion,0,neutral,0,Appeal_to_fear-prejudice
1016,711566593,politically correct nonsense,3724,3752,0.51,0.382,0.121,0.444,0.358,anger,5,negative,-1,Loaded_Language
1017,711566593,"He has already proved that in the sanctuary state of California, false-documented illegals are a privileged class.",4431,4546,0.381,0.354,0.358,0.293,0.581,joy,4,positive,1,"Exaggeration,Minimisation"
1018,711566593,they are themselves under investigation by a special prosecutor in Washington D.C. and they may soon avail themselves of the presumption of innocence beyond a reasonable doubt,854,1029,0.432,0.46,0.34,0.395,0.428,fear,5,negative,-1,"Whataboutism,Straw_Men,Red_Herring"
1019,711566593,foment,1189,1196,0.418,0.338,0.315,0.408,0.483,no specific emotion,0,neutral,0,Repetition
1020,711566593,foment,1212,1219,0.418,0.338,0.315,0.408,0.483,no specific emotion,0,neutral,0,Repetition
1021,711566593,shocked,1686,1694,0.456,0.656,0.196,0.625,0.357,fear,7,negative,-1,Repetition
1022,711566593,utter and complete and total failure,2132,2169,0.507,0.539,0.267,0.65,0.338,sadness,6,negative,-1,Loaded_Language
1023,711566593,"Conservative Ben Shapiro told Fox news the verdict was   ""  horrifying",2189,2255,0.456,0.569,0.22,0.557,0.358,fear,6,negative,-1,Appeal_to_Authority
1024,711566593,"For Jeff Sessions San Francisco  '  s sanctuary city policy   ""  led to the preventable and heartbreaking death of Kate Steinle",2313,2432,0.545,0.706,0.228,0.656,0.266,fear,7,very negative,-2,Appeal_to_Authority
1025,711566593,"According to the Attorney General  '  s statement, the Justice Department   ""  will continue to ensure that all jurisdictions place the safety and security of their communities above the convenience of criminal aliens",2435,2644,0.436,0.509,0.255,0.449,0.461,fear,5,negative,-1,Appeal_to_Authority
1026,711596363,American citizen,4373,4389,0.305,0.322,0.375,0.368,0.6,joy,4,positive,1,Flag-Waving
1027,711596363,"Disgraceful Verdict  """,13,33,0.619,0.575,0.185,0.683,0.279,sadness,7,very negative,-2,Loaded_Language
1028,711596363,disgraceful verdict,258,277,0.664,0.53,0.174,0.698,0.263,sadness,7,very negative,-2,Loaded_Language
1029,711596363,The backlash to his release into the community crescendoed,1194,1252,0.418,0.527,0.348,0.468,0.426,fear,5,negative,-1,Loaded_Language
1030,711596363,fierce debate,1408,1421,0.435,0.372,0.316,0.42,0.428,anger,4,negative,-1,Loaded_Language
1031,711596363,"a horrible tragedy,  """,3136,3156,0.594,0.759,0.133,0.828,0.184,sadness,8,very negative,-2,Loaded_Language
1032,711596363,"extremely relieved  """,3065,3084,0.253,0.306,0.6,0.404,0.691,joy,6,positive,1,Loaded_Language
1033,711596363,unfairly politicized,3277,3297,0.461,0.404,0.221,0.434,0.391,anger,5,negative,-1,Loaded_Language
1034,711596363,"""  When jurisdictions choose to return criminal aliens to the streets rather than turning them over to federal immigration authorities, they put the public  '  s safety at risk,  """,3700,3872,0.538,0.576,0.202,0.481,0.392,fear,6,negative,-1,Appeal_to_fear-prejudice
1035,711596363,heartbreaking death,3973,3992,0.527,0.688,0.167,0.844,0.186,sadness,8,very negative,-2,Loaded_Language
1036,711596363,my own damn bricks & building this damn wall myself!,4573,4625,0.767,0.58,0.214,0.542,0.285,anger,8,very negative,-2,Loaded_Language
1037,711596363,So flipping outraged by this unjustice!,4626,4665,0.834,0.555,0.226,0.607,0.234,anger,8,very negative,-2,Loaded_Language
1038,711596363,May San Francisco rot in hell!,4738,4769,0.645,0.463,0.237,0.541,0.296,anger,6,very negative,-2,Loaded_Language
1039,711596363,endorsement of murder.,5391,5413,0.509,0.511,0.197,0.553,0.344,sadness,6,negative,-1,Loaded_Language
1040,711596363,This is outrageous!,5627,5646,0.723,0.545,0.3,0.53,0.304,anger,7,negative,-1,Loaded_Language
1041,711596363,A great injustice has been done.,5647,5679,0.514,0.352,0.286,0.513,0.423,anger,5,negative,-1,Loaded_Language
1042,711596363,just fired,1944,1954,0.594,0.536,0.245,0.57,0.372,anger,6,negative,-1,"Exaggeration,Minimisation"
1043,711596363,political fodder,3173,3190,0.366,0.322,0.316,0.401,0.492,no specific emotion,0,neutral,0,Loaded_Language
1044,711596363,San Francisco  '  s decision to protect criminal aliens led to the preventable and heartbreaking death of Kate Steinle,3894,4008,0.555,0.713,0.207,0.66,0.277,fear,7,very negative,-2,Causal_Oversimplification
1045,711596363,"SF city just proved beyond a shadow of a doubt that they dont care if YOU, or others get killed by their policies",4985,5098,0.553,0.499,0.242,0.469,0.351,anger,6,negative,-1,Causal_Oversimplification
1046,711596363,grieve from the bottom of my heart,5745,5780,0.387,0.563,0.299,0.71,0.351,sadness,7,negative,-1,Loaded_Language
1047,711622457,"don  '  t focus on me, focus on the destructive Radical Islamic Terrorism that is taking place within the United Kingdom.",457,574,0.472,0.558,0.228,0.477,0.405,fear,6,negative,-1,"Whataboutism,Straw_Men,Red_Herring"
1048,711622457,"We are doing just fine!  """,575,600,0.293,0.282,0.594,0.321,0.639,joy,6,positive,1,Thought-terminating_Cliches
1049,711622457,"don  '  t focus on me, focus on the destructive Radical Islamic Terrorism that is taking place within the United Kingdom.",616,733,0.472,0.558,0.228,0.477,0.405,fear,6,negative,-1,"Whataboutism,Straw_Men,Red_Herring"
1050,711622457,We are doing just fine!,734,757,0.253,0.201,0.661,0.2,0.709,joy,7,very positive,2,Thought-terminating_Cliches
1051,711622457,British authorities want to ignore that and shoot the messenger.,934,998,0.563,0.506,0.05,0.509,0.289,anger,6,very negative,-2,Causal_Oversimplification
1052,711622457,"and issue an official ban on Donald Trump from entering the UK on the grounds he is condoning fascism and his presence is   '  not conducive to the public good  '  ,",1095,1252,0.518,0.487,0.216,0.424,0.444,anger,5,negative,-1,Appeal_to_fear-prejudice
1053,711622457,"and issue an official ban on Donald Trump from entering the UK on the grounds he is condoning fascism and his presence is   '  not conducive to the public good  '  ,",1095,1252,0.518,0.487,0.216,0.424,0.444,anger,5,negative,-1,"Bandwagon,Reductio_ad_hitlerum"
1054,711622457,"Islam] is a religion and is a belief system that mandates warfare against unbelievers...  """,1882,1969,0.504,0.466,0.265,0.422,0.452,anger,5,negative,-1,Appeal_to_fear-prejudice
1055,711622457,"""  If there  '  s homosexual men, the punishment is one of five things.
One  -  the easiest one maybe  -  chop their head off, that  '  s the easiest.
Second  -  burn them to death.
Third  -  throw   '  em off a cliff.
Fourth  -  tear down a wall on them so they die under that.
Fifth  -  a combination of the above.  """,2407,2700,0.512,0.473,0.266,0.475,0.405,anger,5,negative,-1,Black-and-White_Fallacy
1056,711622457,praised the murderer of a foe of Pakistan  '  s blasphemy laws.,2754,2813,0.584,0.585,0.147,0.557,0.358,fear,6,negative,-1,Loaded_Language
1057,711622457,"and issue an official ban on Donald Trump from entering the UK on the grounds he is condoning fascism and his presence is   ""  not conducive to the public good  ""  ,",3303,3460,0.518,0.494,0.225,0.424,0.447,anger,5,negative,-1,Appeal_to_fear-prejudice
1058,711622457,"and issue an official ban on Donald Trump from entering the UK on the grounds he is condoning fascism and his presence is   ""  not conducive to the public good  ""  ,",3303,3460,0.518,0.494,0.225,0.424,0.447,anger,5,negative,-1,"Bandwagon,Reductio_ad_hitlerum"
1059,711622457,defense of Britain and its values,1329,1362,0.366,0.336,0.339,0.42,0.544,joy,3,positive,1,Flag-Waving
1060,711622457,destructive Radical Islamic Terrorism,489,527,0.608,0.699,0.126,0.526,0.275,fear,7,very negative,-2,Loaded_Language
1061,711622457,I  '  m not sure we  '  re doing just fine,813,847,0.32,0.384,0.316,0.384,0.518,no specific emotion,0,neutral,0,Doubt
1062,711622457,"If there  '  s homosexual men, the punishment is one of five things.
One  -  the easiest one maybe  -  chop their head off, that  '  s the easiest.
Second  -  burn them to death.
Third  -  throw   '  em off a cliff.
Fourth  -  tear down a wall on them so they die under that.
Fifth  -  a combination of the above",2409,2697,0.518,0.472,0.241,0.482,0.395,anger,5,negative,-1,Appeal_to_fear-prejudice
1063,711716996,"the credulous  "" judges """,1610,1632,0.44,0.421,0.244,0.429,0.398,anger,4,negative,-1,"Name_Calling,Labeling"
1064,711716996,illegal aliens.,5284,5299,0.44,0.393,0.243,0.409,0.46,anger,4,negative,-1,Repetition
1065,711716996,"Kritarch Patti Saris thinks she runs immigration policy,",30,86,0.458,0.417,0.189,0.381,0.423,anger,5,negative,-1,Causal_Oversimplification
1066,711716996,"Tellingly, these asylum applicants were the elite of Indonesian society, because their higher average IQ, than the rather dull Indonesians.",724,863,0.432,0.508,0.238,0.456,0.396,fear,5,negative,-1,Causal_Oversimplification
1067,711716996,so the locals really are a dull lot.,957,993,0.441,0.39,0.142,0.547,0.3,sadness,5,very negative,-2,Loaded_Language
1068,711716996,Red China,1444,1453,0.316,0.347,0.361,0.337,0.501,no specific emotion,0,neutral,0,"Name_Calling,Labeling"
1069,711716996,"Fortunately, elections have consequences, and the Obama Regime Administrative Amnesty, or parts of it, came to an inglorious end.",1936,2065,0.451,0.505,0.182,0.506,0.364,sadness,5,negative,-1,"Whataboutism,Straw_Men,Red_Herring"
1070,711716996,decider-in-chief on who gets deported.,2231,2269,0.45,0.366,0.295,0.415,0.489,no specific emotion,0,neutral,0,"Exaggeration,Minimisation"
1071,711716996,"another bite at the apple,",2320,2346,0.323,0.424,0.271,0.392,0.445,fear,4,negative,-1,Loaded_Language
1072,711716996,the country would not last long without an outside high IQ elite to run the country.,2760,2844,0.323,0.419,0.286,0.344,0.486,no specific emotion,0,neutral,0,Causal_Oversimplification
1073,711716996,an 87 IQ is just about retarded.,2910,2943,0.5,0.346,0.172,0.461,0.29,anger,5,very negative,-2,Loaded_Language
1074,711716996,"she has gone full rogue,",4002,4026,0.507,0.504,0.264,0.427,0.366,anger,5,negative,-1,Loaded_Language
1075,711716996,pogrom,298,305,0.415,0.474,0.303,0.485,0.469,sadness,5,negative,-1,Loaded_Language
1076,711716996,rather dull Indonesians,839,862,0.446,0.35,0.166,0.443,0.354,anger,4,negative,-1,"Name_Calling,Labeling"
1077,711716996,a dull lot,982,992,0.44,0.482,0.144,0.569,0.297,sadness,6,very negative,-2,"Name_Calling,Labeling"
1078,711716996,"fool even the credulous  "" judges",1600,1631,0.454,0.448,0.222,0.442,0.39,anger,5,negative,-1,Loaded_Language
1079,711716996,inglorious,2050,2061,0.416,0.346,0.295,0.532,0.391,sadness,5,negative,-1,Loaded_Language
1080,711716996,retarded,2933,2941,0.555,0.495,0.094,0.584,0.285,sadness,6,very negative,-2,"Name_Calling,Labeling"
1081,711716996,aliens,2308,2315,0.399,0.355,0.279,0.416,0.4,sadness,4,negative,-1,Loaded_Language
1082,711716996,aliens,2308,2315,0.399,0.355,0.279,0.416,0.4,sadness,4,negative,-1,Repetition
1083,711716996,illegal aliens,3978,3992,0.45,0.445,0.212,0.418,0.464,anger,4,negative,-1,Repetition
1084,711716996,illegal aliens,4068,4083,0.45,0.445,0.212,0.418,0.464,anger,4,negative,-1,Repetition
1085,711716996,aliens,4563,4570,0.399,0.355,0.279,0.416,0.4,sadness,4,negative,-1,Repetition
1086,711716996,illegal aliens,4959,4974,0.45,0.445,0.212,0.418,0.464,anger,4,negative,-1,Repetition
1087,711964584,did she really think she or anyone would be safe?,1822,1872,0.342,0.472,0.28,0.354,0.484,no specific emotion,0,neutral,0,Doubt
1088,711964584,"Safe by surrender?
When did they ever work in the history of humankind?",1872,1944,0.457,0.462,0.244,0.429,0.399,fear,5,negative,-1,Doubt
1089,711964584,Once again the media are blaming the messenger instead of dealing with Islamic violence.,2918,3006,0.611,0.549,0.089,0.575,0.282,anger,6,very negative,-2,"Whataboutism,Straw_Men,Red_Herring"
1090,711964584,"he is condoning fascism and his presence is   '  not conducive to the public good. '   """,293,374,0.41,0.465,0.276,0.37,0.504,no specific emotion,0,neutral,0,Appeal_to_fear-prejudice
1091,711964584,"he is condoning fascism and his presence is   '  not conducive to the public good. '   """,293,374,0.41,0.465,0.276,0.37,0.504,no specific emotion,0,neutral,0,"Bandwagon,Reductio_ad_hitlerum"
1092,711964584,once great nation  '  s darkest moments and a low point for freedom.,494,558,0.401,0.403,0.284,0.443,0.516,no specific emotion,0,neutral,0,Loaded_Language
1093,711964584,"the victory of Islamic law over Western law, sharia over freedom.",566,632,0.337,0.345,0.35,0.329,0.532,joy,4,positive,1,Loaded_Language
1094,711964584,"the victory of Islamic law over Western law, sharia over freedom.",566,632,0.337,0.345,0.35,0.329,0.532,joy,4,positive,1,Flag-Waving
1095,711964584,this madness,757,769,0.629,0.618,0.231,0.603,0.273,anger,6,very negative,-2,Loaded_Language
1096,711964584,a true rainbow coalition of human rights activists,982,1032,0.352,0.383,0.316,0.412,0.505,no specific emotion,0,neutral,0,Loaded_Language
1097,711964584,The worldwide howl at Trump  '  s retweets of videos tweeted out by a British politician is further proof of the Islamization of the West.,2543,2678,0.505,0.505,0.213,0.466,0.437,anger,5,negative,-1,Causal_Oversimplification
1098,711964584,grim and increasingly common reality,3240,3276,0.528,0.61,0.156,0.668,0.253,sadness,7,very negative,-2,Loaded_Language
1099,711964584,"If Muslims sincerely condemn jihad terror and sharia oppression, they shouldn  '  t oppose him.",3289,3381,0.559,0.62,0.038,0.552,0.312,fear,6,negative,-1,Black-and-White_Fallacy
1100,711964584,"defending British values.  """,4087,4114,0.345,0.347,0.312,0.4,0.516,no specific emotion,0,neutral,0,Flag-Waving
1101,711964584,the voices of sanity,4179,4199,0.299,0.41,0.307,0.397,0.472,fear,4,negative,-1,Loaded_Language
1102,711964584,call that nation back to a path that would secure freedom for her children and her children  '  s children instead of a path to national suicide.,4211,4352,0.43,0.545,0.178,0.576,0.379,sadness,6,negative,-1,Flag-Waving
1103,712382330,the most tyrannical and unprincipled papacy of recent history -,3611,3673,0.478,0.492,0.266,0.437,0.411,fear,5,negative,-1,Loaded_Language
1104,712382330,a gross understatement.,3943,3967,0.562,0.415,0.159,0.596,0.292,sadness,6,very negative,-2,Loaded_Language
1105,712382330,the Mystical Body would then be without its head.,4216,4265,0.419,0.35,0.277,0.435,0.418,sadness,4,negative,-1,Loaded_Language
1106,712382330,""" The document is very good and completely explains the meaning of chapter VIII of Amoris Laetitia.
There are no other interpretations. """,919,1055,0.302,0.238,0.399,0.319,0.572,joy,4,positive,1,Appeal_to_Authority
1107,713130996,"As Bertolt Brecht told Sidney Hook about Stalin  '  s victims,   ""  the more innocent they are, the more they deserve to be shot.  """,4555,4677,0.504,0.493,0.211,0.435,0.407,anger,5,negative,-1,"Bandwagon,Reductio_ad_hitlerum"
1108,713130996,the San Francisco show-trial in which he co-starred.,962,1015,0.337,0.288,0.386,0.259,0.499,no specific emotion,0,neutral,0,Loaded_Language
1109,713130996,"The Great Left Hope,  """,1296,1317,0.291,0.331,0.401,0.335,0.598,joy,4,positive,1,"Name_Calling,Labeling"
1110,713130996,SMASH THE STATE,1783,1798,0.454,0.393,0.318,0.434,0.404,anger,5,negative,-1,Slogans
1111,713130996,"secret version of Russian roulette,  """,2698,2734,0.43,0.35,0.365,0.3,0.48,anger,4,negative,-1,Loaded_Language
1112,713130996,"Unlike Stalin  '  s trials of the old Bolsheviks, and Fidel Castro  '   trial of General Arnaldo Ochoa, this show trial aimed to establish innocence for the guilty, and the dynamics of the left were on full display.",3778,3986,0.473,0.531,0.187,0.453,0.362,fear,5,negative,-1,"Bandwagon,Reductio_ad_hitlerum"
